0,1728
0,4515
0,2183
0,1544
0,301
0,2856
0,4151
0,2139
1,2
1,483
1,3076
1,1318
1,1640
1,3561
1,2957
1,4464
1,2819
1,1684
1,4569
1,4379
1,2748
1,5053
2,1408
2,1
2,2114
2,1238
2,2135
2,607
2,2111
3,4960
3,2593
3,3803
3,2276
3,4390
3,4393
3,1483
3,1680
3,4593
3,1554
3,2619
3,4880
4,2723
4,4166
4,679
4,3020
4,748
4,3700
4,3608
4,1305
5,2592
5,965
5,1381
5,2025
5,4141
5,2769
5,3849
5,4634
5,1253
6,4496
6,3106
6,1264
6,3429
6,3528
6,4362
6,77
6,816
6,4789
7,4352
7,2720
7,3202
7,4515
7,3428
7,3374
7,3440
7,3154
7,2387
7,3349
7,921
7,4245
8,257
8,3235
8,4551
8,332
8,3761
8,1460
8,917
8,2710
8,3450
9,3461
9,1414
9,4200
9,3691
9,4430
9,1621
9,4726
10,416
10,4705
10,5090
10,3435
10,3015
10,460
10,1569
10,3980
10,194
10,3021
10,2355
10,725
10,790
10,381
10,1404
10,4829
10,703
11,416
11,2022
11,2121
11,2579
11,1940
11,22
11,4027
12,3557
12,1670
12,2055
12,938
12,3983
12,1237
12,2232
12,4134
12,2341
12,4413
12,415
13,770
13,3462
13,3580
13,427
13,2466
13,2486
13,3132
14,3161
14,3804
14,733
14,1270
15,3073
15,3747
15,3716
15,3946
15,2892
15,3439
15,1597
15,990
16,800
16,5025
16,2021
16,2080
16,808
16,3339
16,2063
16,2096
16,4328
16,4534
16,3223
16,3486
16,2111
17,4774
17,2343
17,776
17,909
17,3662
17,3734
17,603
18,2880
18,2496
18,4140
18,1197
18,3918
18,2674
18,3444
18,2648
19,3745
19,3524
19,3015
19,3396
19,3305
19,683
19,4079
19,816
19,1457
19,4500
19,2260
19,4411
20,2724
20,1416
20,493
20,3688
20,3093
20,605
21,2018
21,259
21,100
21,1656
21,1261
21,3663
21,1265
21,2226
21,116
21,4888
21,60
22,3074
22,2027
22,485
22,1286
22,2058
22,11
22,4814
22,2137
22,4363
22,1977
22,282
22,3453
23,4704
23,2177
23,4418
23,1923
23,4710
23,3625
23,880
23,3409
23,4628
23,4873
23,1624
23,4216
23,634
23,1437
24,3008
24,2147
24,2852
24,969
24,1677
24,3219
24,1493
24,4247
24,90
24,1115
24,2302
25,5090
25,3974
25,4546
25,4016
25,4146
25,181
25,3417
25,4573
25,2590
26,1607
26,1645
26,1776
26,1304
26,178
26,4981
26,2040
26,4092
26,957
27,2002
27,707
27,2148
27,616
27,1453
27,1010
27,691
27,4852
27,3605
27,2554
28,770
28,2971
28,133
28,2662
28,785
28,2010
28,4091
29,2088
29,2447
29,296
29,2612
29,3287
29,1528
29,88
29,763
29,2716
29,3357
30,4544
30,4673
30,971
30,4388
30,2795
30,1364
30,2229
30,3065
30,4856
30,2708
30,1914
31,4162
31,803
31,932
31,977
31,1618
31,4019
32,2016
32,1755
32,2469
32,4551
32,3272
32,1452
32,4079
32,2231
32,2683
32,3772
32,2847
33,4256
33,4514
33,3940
33,3817
33,3148
33,4717
33,2131
33,3355
34,3488
34,1737
34,3530
34,334
34,3474
34,662
34,3785
34,4218
34,4412
34,1085
35,1955
35,115
35,3542
35,4185
